transactionId,drinkerId,barId,billId,itemId,price
347,229,72,137,30,10.42
348,229,72,137,3,5.24
349,229,72,137,15,10.09
350,229,72,137,30,10.42
351,243,48,138,32,6.7
352,243,48,138,21,5.66
353,975,53,139,23,7.64
354,975,53,139,22,5.76
355,300,39,140,14,7.46
356,522,51,141,17,5.45
357,522,51,141,2,7.0
358,596,34,142,29,6.58
359,584,42,143,8,9.22
360,584,42,143,8,9.22
361,584,42,143,32,6.69
362,584,42,143,16,6.33
363,660,32,144,15,10.08
364,660,32,144,15,10.08
365,939,5,145,48,7.88
366,939,5,145,49,10.91
367,518,86,146,18,8.24
368,518,86,146,18,8.24
369,518,86,146,11,7.41
370,518,86,146,45,8.95
371,78,28,147,48,7.86
372,78,28,147,24,10.12
373,78,28,147,24,10.12
374,834,17,148,14,7.45
375,834,17,148,48,7.93
376,834,17,148,2,7.05
377,834,17,148,2,7.05
378,735,41,149,40,6.89
379,735,41,149,12,9.33
380,24,49,150,14,7.48
381,506,77,151,43,7.0
382,453,13,152,26,8.5
383,453,13,152,34,9.74
384,453,13,152,33,9.66
385,453,13,152,8,9.16
386,201,46,153,47,10.84
387,201,46,153,16,6.37
388,201,46,153,22,5.77
389,96,33,154,38,8.83
390,722,42,155,12,9.41
391,722,42,155,36,5.95
392,722,42,155,32,6.69
393,722,42,155,8,9.22
394,455,76,156,45,8.85
395,749,76,157,26,8.67
396,749,76,157,2,7.07
397,749,76,157,26,8.67
398,749,76,157,28,10.28
399,448,90,158,41,10.6
400,448,90,158,0,5.13
401,448,90,158,0,5.13
402,357,78,159,41,10.57
403,357,78,159,4,8.11
404,357,78,159,0,5.0
405,357,78,159,32,6.61
406,528,31,160,20,8.35
407,528,31,160,38,8.76
408,408,93,161,37,6.79
409,408,93,161,32,6.68
410,105,76,162,20,8.4
411,105,76,162,15,10.05
412,105,76,162,20,8.4
413,105,76,162,2,7.07
414,610,54,163,4,8.06
415,610,54,163,24,10.17
416,610,54,163,45,8.85
417,186,18,164,11,7.35
418,186,18,164,14,7.47
419,615,0,165,12,9.42
420,318,4,166,2,7.08
421,318,4,166,36,5.87
422,318,4,166,4,8.15
423,884,15,167,34,9.68
424,884,15,167,2,7.09
425,884,15,167,33,9.67
426,534,24,168,3,5.16
427,534,24,168,13,6.29
428,317,74,169,0,5.13
429,317,74,169,21,5.66
430,317,74,169,0,5.13
431,317,74,169,16,6.34
432,479,20,170,12,9.42
433,479,20,170,12,9.42
434,479,20,170,42,10.71
435,479,20,170,2,7.07
436,60,91,171,48,7.95
437,60,91,171,36,5.93
438,60,91,171,26,8.56
439,838,1,172,32,6.64
440,838,1,172,5,7.28
441,838,1,172,32,6.64
442,838,1,172,32,6.64
443,548,18,173,18,8.21
444,548,18,173,20,8.36
445,258,30,174,17,5.43
446,258,30,174,17,5.43
447,258,30,174,27,10.24
448,258,30,174,46,10.76
449,556,3,175,25,9.45
450,556,3,175,25,9.45
451,556,3,175,4,8.11
452,556,3,175,11,7.3
453,758,9,176,34,9.68
454,758,9,176,13,6.23
455,758,9,176,39,9.79
456,184,38,177,18,8.2
457,184,38,177,22,5.84
458,184,38,177,32,6.66
459,184,38,177,4,8.14
460,532,45,178,31,7.72
461,532,45,178,31,7.72
462,532,45,178,31,7.72
463,717,61,179,15,10.04
464,717,61,179,15,10.04
465,717,61,179,36,5.89
466,277,38,180,32,6.66
467,277,38,180,16,6.32
468,277,38,180,35,10.47
469,111,92,181,8,9.12
470,671,56,182,22,5.81
471,671,56,182,17,5.47
472,671,56,182,30,10.44
473,486,91,183,3,5.26
474,486,91,183,35,10.46
475,486,91,183,48,7.95
476,486,91,183,7,9.11
477,974,1,184,32,6.64
478,974,1,184,14,7.48
479,974,1,184,47,10.89
480,974,1,184,32,6.64
481,875,25,185,49,10.95
482,839,65,186,31,7.81
483,960,19,187,30,10.38
484,456,33,188,8,9.21
485,456,33,188,34,9.67
486,456,33,188,34,9.67
487,235,48,189,21,5.66
488,235,48,189,1,6.03
489,235,48,189,11,7.32
490,235,48,189,11,7.32
491,66,41,190,24,10.18
492,847,16,191,22,5.72
493,847,16,191,6,6.19
494,847,16,191,31,7.8
495,631,74,192,30,10.39
496,981,79,193,18,8.23
497,686,94,194,1,6.09
498,686,94,194,8,9.2
499,686,94,194,31,7.76
500,845,39,195,38,8.77
501,670,96,196,45,8.89
502,285,13,197,9,5.32
503,285,13,197,9,5.32
504,285,13,197,44,10.0
505,169,99,198,14,7.55
506,169,99,198,17,5.46
507,169,99,198,20,8.37
508,887,52,199,16,6.32
509,887,52,199,16,6.32
510,887,52,199,10,9.3
511,15,43,200,0,5.03
512,15,43,200,0,5.03
513,15,43,200,31,7.8
514,122,20,201,2,7.07
515,984,12,202,43,6.97
516,974,76,203,21,5.68
517,974,76,203,45,8.85
518,974,76,203,28,10.28
519,554,18,204,6,6.19
520,741,11,205,32,6.67
521,121,72,206,36,5.89
522,121,72,206,36,5.89
523,121,72,206,31,7.77
524,917,82,207,3,5.28
525,25,66,208,24,10.1
526,25,66,208,27,10.19
527,25,66,208,15,10.05
528,554,18,209,11,7.35
529,554,18,209,11,7.35
530,529,7,210,15,10.03
531,529,7,210,4,8.16
532,732,11,211,23,7.71
533,732,11,211,33,9.65
534,47,41,212,24,10.18
535,75,43,213,4,8.14
536,75,43,213,3,5.17
537,75,43,213,33,9.57
538,462,7,214,7,9.04
539,676,67,215,2,7.1
540,676,67,215,16,6.37
541,676,67,215,4,8.07
542,676,67,215,4,8.07
543,589,90,216,15,10.09
544,885,78,217,8,9.18
545,794,95,218,9,5.35
546,794,95,218,8,9.16
547,139,19,219,35,10.47
548,139,19,219,20,8.34
549,139,19,219,49,10.94
550,139,19,219,31,7.82
551,491,33,220,16,6.31
552,577,53,221,22,5.76
553,701,26,222,26,8.62
554,701,26,222,17,5.57
555,701,26,222,29,6.52
556,701,26,222,15,10.08
557,56,95,223,43,6.94
558,418,12,224,5,7.24
559,735,39,225,13,6.24
560,735,39,225,5,7.22
561,735,39,225,0,5.08
562,249,19,226,34,9.74
563,249,19,226,28,10.3
564,249,19,226,32,6.68
565,729,78,227,40,6.83
566,729,78,227,40,6.83
567,729,78,227,8,9.18
568,598,32,228,3,5.21
569,598,32,228,22,5.86
570,598,32,228,22,5.86
571,598,32,228,32,6.63
572,392,39,229,1,6.02
573,685,76,230,3,5.22
574,685,76,230,20,8.4
575,685,76,230,15,10.05
576,685,76,230,45,8.85
577,193,24,231,23,7.63
578,193,24,231,3,5.16
579,193,24,231,2,7.08
580,726,82,232,17,5.54
581,885,78,233,28,10.31
582,885,78,233,40,6.83
583,885,78,233,32,6.61
584,223,82,234,7,9.03
585,682,78,235,17,5.48
586,682,78,235,28,10.31
587,682,78,235,41,10.57
588,682,78,235,8,9.18
589,763,15,236,21,5.59
590,763,15,236,30,10.39
591,763,15,236,33,9.67
592,763,15,236,23,7.59
593,847,16,237,26,8.6
594,847,16,237,31,7.8
595,173,93,238,23,7.66
596,173,93,238,20,8.42
597,173,93,238,37,6.79
598,483,46,239,42,10.68
599,353,53,240,22,5.76
600,353,53,240,23,7.64
601,353,53,240,37,6.74
602,84,98,241,43,6.96
603,84,98,241,20,8.34
604,84,98,241,11,7.39
605,84,98,241,17,5.51
606,201,60,242,46,10.76
607,201,60,242,30,10.42
608,201,60,242,18,8.17
609,201,60,242,25,9.55
610,749,76,243,20,8.4
611,749,76,243,15,10.05
612,749,76,243,45,8.85
613,749,76,243,28,10.28
614,128,13,244,8,9.16
615,128,13,244,18,8.23
616,524,82,245,32,6.65
617,524,82,245,33,9.66
618,971,69,246,0,5.09
619,971,69,246,1,6.08
620,733,68,247,21,5.66
621,195,18,248,25,9.45
622,195,18,248,39,9.84
623,593,43,249,1,6.0
624,593,43,249,1,6.0
625,593,43,249,31,7.8
626,702,43,250,5,7.25
627,702,43,250,5,7.25
628,702,43,250,45,8.85
629,904,63,251,6,6.12
630,904,63,251,39,9.8
631,904,63,251,17,5.55
632,904,63,251,17,5.55
633,631,40,252,7,9.02
634,631,40,252,38,8.69
635,434,71,253,20,8.34
636,434,71,253,31,7.8
637,434,71,253,31,7.8
638,434,71,253,31,7.8
639,112,95,254,43,6.94
640,112,95,254,34,9.67
641,112,95,254,39,9.8
642,166,98,255,13,6.27
643,709,56,256,22,5.81
644,709,56,256,32,6.7
645,709,56,256,22,5.81
646,773,0,257,33,9.58
647,773,0,257,3,5.15
648,773,0,257,22,5.72
649,773,0,257,22,5.72
650,866,68,258,26,8.56
651,81,30,259,33,9.57
652,81,30,259,17,5.43
653,81,30,259,45,8.87
654,81,30,259,8,9.21
655,281,16,260,26,8.6
656,281,16,260,34,9.69
657,123,47,261,40,6.84
658,123,47,261,4,8.09
659,857,55,262,46,10.78
660,857,55,262,7,9.03
661,542,83,263,39,9.83
662,542,83,263,25,9.53
663,542,83,263,45,8.9
664,993,23,264,32,6.69
665,993,23,264,11,7.37
666,546,78,265,19,6.45
667,546,78,265,10,9.33
668,732,11,266,32,6.67
669,732,11,266,48,7.87
670,732,11,266,12,9.37
671,732,11,266,7,9.03
672,114,39,267,14,7.46
673,76,76,268,21,5.68
674,76,76,268,45,8.85
675,552,52,269,30,10.43
676,552,52,269,10,9.3
677,552,52,269,33,9.58
678,552,52,269,10,9.3
679,84,98,270,7,9.1
680,84,98,270,0,5.04
681,84,98,270,31,7.82
682,84,98,270,17,5.51
683,235,48,271,36,5.99
684,235,48,271,32,6.7
685,235,48,271,2,7.08
686,235,48,271,45,8.86
687,285,13,272,34,9.74
688,285,13,272,20,8.36
689,285,13,272,8,9.16
690,285,13,272,8,9.16
691,44,16,273,31,7.8
692,44,16,273,31,7.8
693,597,45,274,42,10.68
694,935,27,275,15,10.05
695,935,27,275,19,6.47
696,935,27,275,6,6.15
697,955,37,276,19,6.46
698,955,37,276,48,7.96
699,955,37,276,28,10.31
700,955,37,276,28,10.31
701,677,47,277,24,10.16
702,677,47,277,44,9.94
703,677,47,277,44,9.94
704,755,91,278,3,5.26
705,391,72,279,4,8.15
706,733,68,280,18,8.18
707,384,50,281,24,10.15
708,716,10,282,38,8.71
709,679,52,283,40,6.85
710,688,79,284,39,9.85
711,688,79,284,32,6.68
712,688,79,284,26,8.61
713,802,77,285,18,8.32
714,890,16,286,11,7.39
715,888,63,287,20,8.4
716,888,63,287,29,6.54
717,285,13,288,18,8.23
718,285,13,288,48,7.86
719,465,47,289,13,6.28
720,394,9,290,13,6.23
721,394,9,290,21,5.6
722,394,9,290,38,8.67
723,520,49,291,6,6.19
724,605,6,292,28,10.36
725,605,6,292,45,8.99
726,605,6,292,2,7.1
727,605,6,292,2,7.1
728,96,33,293,3,5.21
729,96,33,293,25,9.55
730,96,33,293,25,9.55
731,401,65,294,31,7.81
732,401,65,294,10,9.23
733,401,65,294,8,9.18
734,401,65,294,27,10.24
735,798,1,295,27,10.23
736,909,78,296,5,7.26
737,909,78,296,40,6.83
738,909,78,296,4,8.11
739,342,37,297,15,10.08
740,541,50,298,42,10.72
741,981,79,299,26,8.61
742,981,79,299,13,6.23
743,48,12,300,21,5.69
744,48,12,300,0,5.07
745,48,12,300,0,5.07
746,48,12,300,5,7.24
747,217,41,301,33,9.62
748,217,41,301,38,8.81
749,358,92,302,38,8.76
750,358,92,302,2,7.09
751,853,44,303,34,9.68
752,743,7,304,15,10.03
753,743,7,304,15,10.03
754,743,7,304,43,6.92
755,361,44,305,48,7.95
756,682,78,306,10,9.33
757,682,78,306,32,6.61
758,682,78,306,32,6.61
759,682,78,306,28,10.31
760,268,12,307,0,5.07
761,268,12,307,34,9.69
762,933,73,308,18,8.19
763,933,73,308,19,6.49
764,535,0,309,3,5.15
765,535,0,309,33,9.58
766,535,0,309,45,8.84
767,535,0,309,45,8.84
768,20,50,310,0,5.0
769,20,50,310,22,5.79
770,61,90,311,8,9.17
771,61,90,311,23,7.64
772,884,15,312,4,8.04
773,884,15,312,34,9.68
774,884,15,312,4,8.04
775,884,15,312,34,9.68
776,364,50,313,42,10.72
777,364,50,313,0,5.0
778,38,41,314,7,9.04
779,38,41,314,12,9.33
780,38,41,314,24,10.18
781,38,41,314,49,10.98
782,603,77,315,47,10.83
783,603,77,315,25,9.46
784,440,6,316,2,7.1
785,430,56,317,32,6.7
786,430,56,317,20,8.45
787,430,56,317,5,7.28
788,430,56,317,20,8.45
789,726,82,318,38,8.7
790,548,18,319,18,8.21
791,881,46,320,6,6.14
792,881,46,320,8,9.18
793,881,46,320,18,8.33
794,601,28,321,5,7.15
795,601,28,321,38,8.68
796,601,28,321,5,7.15
797,601,28,321,24,10.12
798,324,6,322,28,10.36
799,324,6,322,2,7.1
800,845,12,323,10,9.29
801,845,12,323,21,5.69
802,282,44,324,39,9.83
803,282,44,324,24,10.14
804,834,17,325,14,7.45
805,803,79,326,18,8.23
806,803,79,326,39,9.85
807,243,67,327,2,7.1
808,243,67,327,26,8.52
809,243,67,327,4,8.07
810,243,67,327,42,10.64
811,806,98,328,31,7.82
812,806,98,328,20,8.34
813,862,78,329,19,6.45
814,273,46,330,16,6.37
815,273,46,330,18,8.33
816,512,72,331,0,5.06
817,512,72,331,34,9.73
818,149,66,332,17,5.51
819,149,66,332,17,5.51
820,80,57,333,32,6.65
821,80,57,333,48,7.98
822,80,57,333,12,9.36
823,80,57,333,32,6.65
824,829,18,334,20,8.36
825,829,18,334,3,5.24
826,829,18,334,45,8.98
827,582,73,335,34,9.72
828,582,73,335,5,7.22
829,770,5,336,0,5.13
830,770,5,336,17,5.5
831,770,5,336,4,8.06
832,745,39,337,34,9.73
833,479,83,338,1,6.05
834,479,83,338,39,9.83
835,479,83,338,1,6.05
836,479,83,338,21,5.61
837,305,14,339,28,10.3
838,548,18,340,10,9.25
839,174,78,341,49,10.99
840,635,99,342,23,7.59
841,635,99,342,20,8.37
842,635,99,342,14,7.55
843,635,99,342,14,7.55
844,226,8,343,33,9.65
845,226,8,343,17,5.45
846,226,8,343,9,5.4
847,226,8,343,33,9.65
848,649,42,344,17,5.46
849,649,42,344,12,9.41
850,146,90,345,18,8.17
851,146,90,345,41,10.6
852,509,78,346,40,6.83
853,509,78,346,32,6.61
854,509,78,346,41,10.57
855,60,60,347,38,8.81
856,60,60,347,33,9.65
857,677,98,348,13,6.27
858,122,42,349,12,9.41
859,420,2,350,31,7.82
860,420,2,350,32,6.62
861,420,2,350,31,7.82
862,420,2,350,34,9.77
863,291,84,351,5,7.26
864,291,84,351,2,7.07
865,291,84,351,10,9.33
866,439,58,352,31,7.82
867,439,58,352,21,5.69
868,439,58,352,43,6.95
869,439,58,352,19,6.43
870,217,62,353,49,10.96
871,217,62,353,17,5.57
872,217,62,353,4,8.15
873,784,1,354,9,5.39
874,784,1,354,27,10.23
875,784,1,354,9,5.39
876,238,98,355,22,5.8
877,238,98,355,20,8.34
878,836,35,356,2,7.02
879,969,13,357,23,7.68
880,682,78,358,8,9.18
881,682,78,358,28,10.31
882,682,78,358,41,10.57
883,53,14,359,20,8.35
884,53,14,359,2,7.09
885,53,14,359,20,8.35
886,53,14,359,37,6.71
887,758,9,360,21,5.6
888,693,89,361,28,10.32
889,693,89,361,18,8.17
890,693,89,361,18,8.17
891,380,6,362,28,10.36
892,380,6,362,26,8.59
893,380,6,362,45,8.99
894,380,6,362,18,8.32
895,560,46,363,6,6.14
896,560,46,363,6,6.14
897,560,46,363,43,6.92
898,409,4,364,2,7.08
899,409,4,364,32,6.6
900,409,4,364,23,7.66
901,409,4,364,36,5.87
902,439,58,365,23,7.64
903,439,58,365,31,7.82
904,439,58,365,43,6.95
905,584,22,366,14,7.54
906,584,22,366,15,10.06
907,584,22,366,44,9.89
908,584,22,366,13,6.25
909,910,4,367,23,7.66
910,611,94,368,17,5.47
911,611,94,368,24,10.11
912,611,94,368,38,8.81
913,611,94,368,35,10.47
914,463,27,369,2,7.13
915,201,60,370,12,9.41
916,201,60,370,12,9.41
917,201,60,370,42,10.73
918,83,36,371,48,7.9
919,589,90,372,0,5.13
920,589,90,372,18,8.17
921,589,90,372,18,8.17
922,589,90,372,21,5.63
923,980,86,373,45,8.95
924,350,78,374,40,6.83
925,465,47,375,40,6.84
926,491,33,376,38,8.83
927,491,33,376,48,7.88
928,194,41,377,49,10.98
929,194,41,377,49,10.98
930,194,41,377,49,10.98
931,194,41,377,7,9.04
932,417,80,378,21,5.58
933,417,80,378,23,7.66
934,417,80,378,2,7.04
935,417,80,378,14,7.52
936,836,97,379,45,8.86
937,836,97,379,5,7.25
938,836,97,379,5,7.25
939,136,48,380,11,7.32
940,136,48,380,31,7.82
941,136,48,380,21,5.66
942,9,14,381,28,10.3
943,9,14,381,30,10.4
944,9,14,381,13,6.27
945,9,14,381,25,9.53
946,924,46,382,18,8.33
947,924,46,382,22,5.77
948,924,46,382,47,10.84
949,412,29,383,14,7.56
950,412,29,383,5,7.28
951,770,39,384,32,6.65
952,409,4,385,4,8.15
953,773,0,386,8,9.2
954,773,0,386,33,9.58
955,708,66,387,9,5.3
956,708,66,387,20,8.49
957,708,66,387,49,10.91
958,708,66,387,24,10.1
959,430,56,388,5,7.28
960,218,30,389,34,9.68
961,218,30,389,46,10.76
962,218,30,389,45,8.87
963,899,94,390,24,10.11
964,216,96,391,18,8.24
965,216,96,391,25,9.52
966,605,21,392,25,9.53
967,605,21,392,39,9.8
968,605,21,392,29,6.58
969,866,68,393,47,10.9
970,866,68,393,18,8.18
971,866,68,393,17,5.5
972,866,68,393,26,8.56
973,911,11,394,48,7.87
974,529,7,395,18,8.25
975,346,33,396,2,7.07
976,466,23,397,27,10.23
977,466,23,397,17,5.5
978,629,63,398,29,6.54
979,629,63,398,10,9.31
980,805,0,399,8,9.2
981,805,0,399,33,9.58
982,868,4,400,36,5.87
983,868,4,400,32,6.6
984,868,4,400,2,7.08
985,868,4,400,23,7.66
986,71,61,401,36,5.89
987,71,61,401,15,10.04
988,71,61,401,18,8.25
989,71,61,401,36,5.89
990,609,86,402,45,8.95
991,609,86,402,45,8.95
992,609,86,402,18,8.24
993,144,67,403,2,7.1
994,144,67,403,4,8.07
995,144,67,403,42,10.64
